STUDY,STUDY TITLE ,STUDY DESCRIPTION,DATASET,DATASET TITLE,DATASET DESCRIPTION,SAMPLE TECHNOLOGY
EGAS00001000293,Evaluation of size selection on cancer specific sequencing libraries,A couple of previously characterized and sequenced libraries will be repeated using a couple of differing size selection criteria and skim sequenced using an Illumina HiSeq. The resulting sequence will be analyzed to determine the optimal DNA library size for our specific downstream analysis.,EGAD00001000301,Evaluation of size selection on cancer specific sequencing libraries,A couple of previously characterized and sequenced libraries will be repeated using a couple of differing size selection criteria and skim sequenced using an Illumina HiSeq. The resulting sequence will be analyzed to determine the optimal DNA library size for our specific downstream analysis., Illumina HiSeq 2000;
EGAS00001000295,Gene Discovery in Age Related Hearing Loss,The aim is to find new candidate genes associated with progressive hearing loss,EGAD00001000198,Gene Discovery in Age-Related Hearing Loss,Gene Discovery in Age-Related Hearing Loss," Illumina Genome Analyzer II;, Illumina HiSeq 2000;"
EGAS00001000297,Feasibility of targeted capture sequencing in routinely collected FFPE cancer specimens,Testing the feasibility of genome-scale sequencing in routinely collected formalin-fixed paraffin-embedded (FFPE) cancer specimens versus matched fresh-frozen samples using targeted pulldown capture prior to Illumina sequencing.,EGAD00001000354,Feasibility of targeted capture sequencing in routinely collected FFPE cancer specimens,Testing the feasibility of genome-scale sequencing in routinely collected formalin-fixed paraffin-embedded (FFPE) cancer specimens versus matched fresh-frozen samples using targeted pulldown capture prior to Illumina sequencing., Illumina HiSeq 2000;
EGAS00001000300,Breast cancer sequential sampling study,This study aims to whole genome sequence DNA derived from breast cancer patients who received neo-adjuvany chemotherapy. All patients had multiple biopsies performed before chemotherapy. Patients who had residual disease after the course of treatment underwent a further biopsy. We aim to characterise the mutations involved.,EGAD00001000387,Breast cancer sequential sampling study,This study aims to whole genome sequence DNA derived from breast cancer patients who received neo-adjuvany chemotherapy. All patients had multiple biopsies performed before chemotherapy. Patients who had residual disease after the course of treatment underwent a further biopsy. We aim to characterise the mutations involved., Illumina HiSeq 2000;
EGAS00001000301,Cancer Genome Project Exome Sequencing,Agilent whole exome hybridisation capture was performed on genomic DNA derived from cancer and matched normal DNA from the same patients. Next Generation sequencing performed on the resulting exome libraries and mapped to build 37 of the human reference genome to facilitate the identification of novel cancer genes. Now we aim to re find and validate the findings of those exome libraries using bespoke pulldown methods and sequencing the products.,EGAD00001000289,Cancer Genome Project Exome Sequencing,Agilent whole exome hybridisation capture was performed on genomic DNA derived from cancer and matched normal DNA from the same patients. Next Generation sequencing performed on the resulting exome libraries and mapped to build 37 of the human reference genome to facilitate the identification of novel cancer genes. Now we aim to re find and validate the findings of those exome libraries using bespoke pulldown methods and sequencing the products., Illumina HiSeq 2000;
EGAS00001000305,P647 Targeted resequencing project,"In collaboration with Dr Robert Semple we have identified a family harbouring an autosomal dominant variant, which leads to severe insulin resistance (SIR), short stature and facial dysmorphism. This family is unique within the SIR cohort in having normal lipid profiles, preserved adiponectin and normal INSR expression and phosphorylation. DNA is available for 7 affected and 7 unaffected family members across 3 generations. All 14 samples have been genotyped using microsatellites and the Affymetrix 6.0 SNP chip. 

Linkage analysis identified an 18.8Mb haplotype on chromosome 19 as a possible location of the causative variant. However, Exome sequencing of 3 affected and 1 unaffected family members has not identified the causative variant suggesting the possibility of an intronic or intergenic variant in this region or elsewhere in the genome. We propose to conduct whole genome sequencing of 5 members of the pedigree at a depth of 20X. The chosen samples are two sets of parents plus one member of an unaffected branch of the pedigree who shares the risk haplotype on chromosome 19. Sequencing of the two sets of parents will be used along with the genome-wide SNP data to impute 4 affected children giving an effect sample size of 6 affected individuals.",EGAD00001000383,P647 Targeted resequencing project,"In collaboration with Dr Robert Semple we have identified a family harbouring an autosomal dominant variant, which leads to severe insulin resistance (SIR), short stature and facial dysmorphism. This family is unique within the SIR cohort in having normal lipid profiles, preserved adiponectin and normal INSR expression and phosphorylation. DNA is available for 7 affected and 7 unaffected family members across 3 generations. All 14 samples have been genotyped using microsatellites and the Affymetrix 6.0 SNP chip. 

Linkage analysis identified an 18.8Mb haplotype on chromosome 19 as a possible location of the causative variant. However, Exome sequencing of 3 affected and 1 unaffected family members has not identified the causative variant suggesting the possibility of an intronic or intergenic variant in this region or elsewhere in the genome. We propose to conduct whole genome sequencing of 5 members of the pedigree at a depth of 20X. The chosen samples are two sets of parents plus one member of an unaffected branch of the pedigree who shares the risk haplotype on chromosome 19. Sequencing of the two sets of parents will be used along with the genome-wide SNP data to impute 4 affected children giving an effect sample size of 6 affected individuals.", Illumina HiSeq 2000;
EGAS00001000306,UK10K exome sequence  TWINSUK samples,"In the UK10K project we propose a series of complementary genetic approaches to find new low frequency/rare variants contributing to disease phenotypes. These will be based on obtaining the genome wide sequence of 4000 samples from the TwinsUK and ALSPAC cohorts (at 6x sequence coverage), and the exome sequence (protein coding regions and related conserved sequence) of 6000 samples selected for extreme phenotypes. Our studies will focus primarily on cardiovascular-related quantitative traits, obesity and related metabolic traits, neurodevelopmental disorders and a limited number of extreme clinical phenotypes that will provide proof-of-concept for future familial trait sequencing. We will analyse directly quantitative traits in the cohorts and the selected traits in the extreme samples, and also use imputation down to 0.1% allele frequency to extend the analyses to further sample sets with genome wide genotype data. In each case we will investigate indels and larger structural variants as well as SNPs, and use statistical methods that combine rare variants in a locus or pathway as well as single-variant approaches. These TwinsUK samples are a subset of the TwinsUK cohort samples with a BMI>=40 that will be exome sequenced by the Obesity group.",EGAD00001000426,UK10K exome sequence: TWINSUK samples,"In the UK10K project we propose a series of complementary genetic approaches to find new low frequency/rare variants contributing to disease phenotypes. These will be based on obtaining the genome wide sequence of 4000 samples from the TwinsUK and ALSPAC cohorts (at 6x sequence coverage), and the exome sequence (protein coding regions and related conserved sequence) of 6000 samples selected for extreme phenotypes. Our studies will focus primarily on cardiovascular-related quantitative traits, obesity and related metabolic traits, neurodevelopmental disorders and a limited number of extreme clinical phenotypes that will provide proof-of-concept for future familial trait sequencing. We will analyse directly quantitative traits in the cohorts and the selected traits in the extreme samples, and also use imputation down to 0.1% allele frequency to extend the analyses to further sample sets with genome wide genotype data. In each case we will investigate indels and larger structural variants as well as SNPs, and use statistical methods that combine rare variants in a locus or pathway as well as single-variant approaches. These TwinsUK samples are a subset of the TwinsUK cohort samples with a BMI>=40 that will be exome sequenced by the Obesity group.", Illumina HiSeq 2000;
EGAS00001000306,UK10K exome sequence  TWINSUK samples,"In the UK10K project we propose a series of complementary genetic approaches to find new low frequency/rare variants contributing to disease phenotypes. These will be based on obtaining the genome wide sequence of 4000 samples from the TwinsUK and ALSPAC cohorts (at 6x sequence coverage), and the exome sequence (protein coding regions and related conserved sequence) of 6000 samples selected for extreme phenotypes. Our studies will focus primarily on cardiovascular-related quantitative traits, obesity and related metabolic traits, neurodevelopmental disorders and a limited number of extreme clinical phenotypes that will provide proof-of-concept for future familial trait sequencing. We will analyse directly quantitative traits in the cohorts and the selected traits in the extreme samples, and also use imputation down to 0.1% allele frequency to extend the analyses to further sample sets with genome wide genotype data. In each case we will investigate indels and larger structural variants as well as SNPs, and use statistical methods that combine rare variants in a locus or pathway as well as single-variant approaches. These TwinsUK samples are a subset of the TwinsUK cohort samples with a BMI>=40 that will be exome sequenced by the Obesity group.",EGAD00001000429,UK10K_OBESITY_TWINSUK REL-2013-04-20,, Illumina HiSeq 2000;
EGAS00001000318,Whole-exome Sequencing Combined with Functional Genomics Reveals Novel Candidate Driver Cancer Genes in Endometrial Cancer,"Endometrial cancer is the most common gynecological malignancy, with more than 280,000 cases occurring annually worldwide. Although previous studies have identified important common somatic mutations in endometrial cancer, they have primarily focused on a small set of known cancer genes and have thus provided a limited view of the molecular basis underlying this disease. Here we developed an integrated systems biology approach to identifying novel cancer genes contributing to endometrial tumorigenesis. We first performed whole-exome sequencing on 13 endometrial cancers and matched normal samples, systematically identifying somatic alterations with high precision and sensitivity. We then combined bioinformatics prioritization with high-throughput screening (including both shRNA-mediated knockdown and expression of wild type and mutant constructs) in a highly sensitive cell viability assay. Our results revealed 12 potential driver cancer genes including 10 tumor suppressor candidates (ARID1A, INHBA, KMO, TTLL5, GRM8, IGFBP3, AKTIP, PHKA2, TRPS1 and WNT11) and two oncogene candidates (ERBB3 and RPS6KC1). The results in the â€œsensorâ€ cell line were recapitulated by siRNA-mediated knockdown in endometrial cancer cell lines. Focusing on ARID1A, we integrated mutation profiles with functional proteomics in 222 endometrial cancer samples, demonstrating that ARID1A mutations frequently co-occur with mutations in the phosphatidylinositol 3-kinase (PI3K) pathway and are associated with PI3K pathway activation. siRNA knockdown in endometrial cancer cell lines increased AKT phosphorylation supporting ARID1A as a novel regulator of PI3K pathway activity. Our study presents the first unbiased view of somatic coding mutations in endometrial cancer and provides functional evidence for diverse driver genes and mutations in this disease.",EGAD00001000201,MDACC-endo,MDACC-endo, AB SOLiD System 3.0;
EGAS00001000322,De novo mutations in cell free foetal DNA  cffDNA ,"This project is to develop and validate a method to detect de novo mutations in a foetal genome through deep sequencing of cell-free DNA from the plasma of pregnant women.

This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/",EGAD00001000596,De novo mutations in cell-free foetal DNA (cffDNA),"This project is to develop and validate a method to detect de novo mutations in a foetal genome through deep sequencing of cell-free DNA from the plasma of pregnant women.

This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/", Illumina HiSeq 2000;
EGAS00001000328,Sequencing and analysis of a South Asian-Indian personal genome,"India with over 1.3 billion people is estimated to carry three times more genetic diversity compared to Europe.  Next-generation sequencing technologies have facilitated the understanding of diversity by enabling whole genome sequencing at greater speed and lower cost.  While multiple genomes from people of European and a few of Asian descent have been sequenced, only recently a single male genome from the Indian subcontinent at sufficient depth and coverage was published.  We have in this study sequenced and analyzed the genome of a South Asian Indian female (SAIF) from the Indian state of Kerala.  We identified over 3.4 million SNPs in this genome including over 89,873 private variations.  Comparison of the SAIF genome with several published personal genomes revealed that this individual shared ~50% of the SNPs with each of these genomes.  Analysis of the SAIF mitochondrial genome showed that it is closely related to the U1a3 haplogroup which has been previously observed in Kerala.  We assessed the SAIF genome for SNPs with health and disease consequences and found that the individual was at a higher risk for multiple sclerosis and a few other diseases.   In assessing SNPs that modulate drug response we found a variation that predicts a favorable response to metformin used for treating diabetes.  SNPs predictive of adverse reaction to warfarin indicated that the SAIF individual is not at risk for bleeding if treated with typical doses of warfarin.  In addition to these, we report the presence of several other SNPs of medical relevance.",EGAD00001000249,SAIF Alignment File,This is the bam file generated after alignment using BWA program for the SAIF genome, Illumina HiSeq 2000;
EGAS00001000328,Sequencing and analysis of a South Asian-Indian personal genome,"India with over 1.3 billion people is estimated to carry three times more genetic diversity compared to Europe.  Next-generation sequencing technologies have facilitated the understanding of diversity by enabling whole genome sequencing at greater speed and lower cost.  While multiple genomes from people of European and a few of Asian descent have been sequenced, only recently a single male genome from the Indian subcontinent at sufficient depth and coverage was published.  We have in this study sequenced and analyzed the genome of a South Asian Indian female (SAIF) from the Indian state of Kerala.  We identified over 3.4 million SNPs in this genome including over 89,873 private variations.  Comparison of the SAIF genome with several published personal genomes revealed that this individual shared ~50% of the SNPs with each of these genomes.  Analysis of the SAIF mitochondrial genome showed that it is closely related to the U1a3 haplogroup which has been previously observed in Kerala.  We assessed the SAIF genome for SNPs with health and disease consequences and found that the individual was at a higher risk for multiple sclerosis and a few other diseases.   In assessing SNPs that modulate drug response we found a variation that predicts a favorable response to metformin used for treating diabetes.  SNPs predictive of adverse reaction to warfarin indicated that the SAIF individual is not at risk for bleeding if treated with typical doses of warfarin.  In addition to these, we report the presence of several other SNPs of medical relevance.",EGAD00001000254,Fastq files for SAIF genome,This dataset contain the raw files generated for SAIF genome project, Illumina HiSeq 2000;
EGAS00001000330,Osteosarcoma whole genome rearrangement screen,"Genomic libraries (500 bps) will be generated from total genomic DNA derived from Osteosarcoma cancer patients and subjected to short paired end sequencing on the llumina platform. Paired reads will be mapped to build 37 of the human reference genome to facilitate the generation of genome wide copy number information, and the identification of novel rearranged cancer genes and gene fusions.",EGAD00001000368,Osteosarcoma whole genome rearrangement screen,"Genomic libraries (500 bps) will be generated from total genomic DNA derived from Osteosarcoma cancer patients and subjected to short paired end sequencing on the llumina platform. Paired reads will be mapped to build 37 of the human reference genome to facilitate the generation of genome wide copy number information, and the identification of novel rearranged cancer genes and gene fusions.", Illumina HiSeq 2000;
EGAS00001000332,Helleday HRAS Project,This experiment is looking at the mutational signatures generated by engineered HRAS mutations by using whole genome sequence generated on massively parallel next generation sequencers.,EGAD00001000302,Helleday_HRAS Project,This experiment is looking at the mutational signatures generated by engineered HRAS mutations by using whole genome sequence generated on massively parallel next generation sequencers., Illumina HiSeq 2000;
EGAS00001000334,Genentech Small Cell Lung Cancer (SCLC) Screen,"Exome capture, RNA-Seq, whole genome sequencing of set of Small Cell Lung Cancer samples.",EGAD00001000223,RNA sequencing of SCLC tumor/normal sample pairs and cell lines,RNA sequencing of SCLC tumor/normal sample pairs and cell lines, Illumina HiSeq 2000;
EGAS00001000334,Genentech Small Cell Lung Cancer (SCLC) Screen,"Exome capture, RNA-Seq, whole genome sequencing of set of Small Cell Lung Cancer samples.",EGAD00010000276,Title not provided,SCLC tumor genotypes, Illumina_2.5M
EGAS00001000334,Genentech Small Cell Lung Cancer (SCLC) Screen,"Exome capture, RNA-Seq, whole genome sequencing of set of Small Cell Lung Cancer samples.",EGAD00010000278,Title not provided,SCLC matched normal genotypes, Illumina_2.5M
EGAS00001000334,Genentech Small Cell Lung Cancer (SCLC) Screen,"Exome capture, RNA-Seq, whole genome sequencing of set of Small Cell Lung Cancer samples.",EGAD00001000222,Exome capture sequencing of SCLC tumor/normal pairs and cell lines,Exome capture sequencing of SCLC tumor/normal pairs and cell lines, Illumina HiSeq 2000;
EGAS00001000334,Genentech Small Cell Lung Cancer (SCLC) Screen,"Exome capture, RNA-Seq, whole genome sequencing of set of Small Cell Lung Cancer samples.",EGAD00001000221,Whole genome sequencing of SCLC tumor/normal samples,Whole genome sequencing of SCLC tumor/normal samples, Illumina HiSeq 2000;
EGAS00001000337,Inferring tumor genomes from peripheral blood i.e. CTCs and plasma-DNA using deep sequencing and targeted enrichment,"In this study we tested whether complex tumor genomes can be inferred from the peripheral blood (plasma DNA /CTCs) of 32 patients with stage IV colorectal carcinoma (CRC). To establish the percentage of mutated plasma DNA fragments we used 8 patient samples with different plasma DNA size distributions and KRAS mutations in their corresponding primary tumors and employed ultra-deep pyrosequencing with 3 different sequencing reaction sizes (i.e., 119 bp, 168 bp, and 323 bp). Furthermore, we used massive parallel sequencing of a panel of 68 CRC-associated genes to establish the mutation spectrum of cancer driver genes in the primary tumors, metastases, and CTCs of two colorectal cancer patients. To investigate, whether mutations found in only one CTC (â€œprivate CTC mutationsâ€) are true mutations occurring with allele frequencies below the resolution limits of current detection methods, or whether they are amplification or sequencing artifacts, we performed ultra-deep sequencing of the primary tumors, metastases, plasma DNAs and normal tissues.",EGAD00001000224,Enrichment of CRC,Enrichment of CRC, 454 GS FLX Titanium;
EGAS00001000337,Inferring tumor genomes from peripheral blood i.e. CTCs and plasma-DNA using deep sequencing and targeted enrichment,"In this study we tested whether complex tumor genomes can be inferred from the peripheral blood (plasma DNA /CTCs) of 32 patients with stage IV colorectal carcinoma (CRC). To establish the percentage of mutated plasma DNA fragments we used 8 patient samples with different plasma DNA size distributions and KRAS mutations in their corresponding primary tumors and employed ultra-deep pyrosequencing with 3 different sequencing reaction sizes (i.e., 119 bp, 168 bp, and 323 bp). Furthermore, we used massive parallel sequencing of a panel of 68 CRC-associated genes to establish the mutation spectrum of cancer driver genes in the primary tumors, metastases, and CTCs of two colorectal cancer patients. To investigate, whether mutations found in only one CTC (â€œprivate CTC mutationsâ€) are true mutations occurring with allele frequencies below the resolution limits of current detection methods, or whether they are amplification or sequencing artifacts, we performed ultra-deep sequencing of the primary tumors, metastases, plasma DNAs and normal tissues.",EGAD00001000220,Deep sequencing of CTCs,Deep sequencing of CTCs," 454 GS FLX Titanium;, Illumina MiSeq;"
EGAS00001000337,Inferring tumor genomes from peripheral blood i.e. CTCs and plasma-DNA using deep sequencing and targeted enrichment,"In this study we tested whether complex tumor genomes can be inferred from the peripheral blood (plasma DNA /CTCs) of 32 patients with stage IV colorectal carcinoma (CRC). To establish the percentage of mutated plasma DNA fragments we used 8 patient samples with different plasma DNA size distributions and KRAS mutations in their corresponding primary tumors and employed ultra-deep pyrosequencing with 3 different sequencing reaction sizes (i.e., 119 bp, 168 bp, and 323 bp). Furthermore, we used massive parallel sequencing of a panel of 68 CRC-associated genes to establish the mutation spectrum of cancer driver genes in the primary tumors, metastases, and CTCs of two colorectal cancer patients. To investigate, whether mutations found in only one CTC (â€œprivate CTC mutationsâ€) are true mutations occurring with allele frequencies below the resolution limits of current detection methods, or whether they are amplification or sequencing artifacts, we performed ultra-deep sequencing of the primary tumors, metastases, plasma DNAs and normal tissues.",EGAD00001000225,Deep sequencing of KRAS,Deep sequencing of KRAS, 454 GS FLX Titanium;
EGAS00001000343,Pancreatic Cancer Sequencing Initiative,Pancreatic Cancer Sequencing Initiative for the International Cancer Genome Consortium at the Ontario Institute for Cancer Research.,EGAD00001000262,OICR PANCREATIC CANCER DATASET,OICR PANCREATIC CANCER DATASET, 
EGAS00001000343,Pancreatic Cancer Sequencing Initiative,Pancreatic Cancer Sequencing Initiative for the International Cancer Genome Consortium at the Ontario Institute for Cancer Research.,EGAD00001000276,OICR PANCREATIC CANCER DATASET 2,OICR PANCREATIC CANCER DATASET 2, 
EGAS00001000346,Genetic landscape of pediatric Retinoblastoma,"Retinoblastoma is a pediatric cancer of the developing retina. All retinoblastomas are believed to initiate with biallelic inactivation of the RB1 gene. To identify subsequent genetic lesions in retinoblastoma, we performed whole genome sequencing of tumor and normal DNA of 4 children with retinoblastoma and one matched orthotopic xenograft. Both alleles of RB1 were inactivated in the tumor samples. 3 of the patients had sporadic retinoblastoma and one patient had inherited retinoblastoma. Overall, there were few single nucleotide changes in coding regions of the genome and some of the tumors had few chromosomal lesions. There were very few new genetic lesions in the xenograft compared to the primary tumor. These data suggest that the genome in retinoblastoma is more stable than previously believed and there are relatively few recurrent genetic lesions in known cancer pathways other than the RB1 pathway.",EGAD00001000261,DATA FILES FOR SJRB,DATA FILES FOR SJRB, 
EGAS00001000347,Genetic landscape of pediatric Medulloblastoma,"Medulloblastoma is a heterogenous disease made up of at least four distinct subtypes of disease which appear to exploit and disrupt naturally occurring developmental pathways of cellular growth and hindbrain development. To better understand the driver mutations of this disease, we performed whole genome sequencing of 37 medulloblastomas and the corresponding normal DNA of the 37 affected children treated at St. Jude Children's Research Hospital. We have found several novel mutations which appear subtype specific. These mutations were checked for frequency in a separate tumor cohort of 56 children with medulloblastoma, also treated on the St. Jude Medulloblastoma 2003 trial, and were tested in several animal models of medulloblastoma for proof of oncogenic potential.",EGAD00001000269,DATA FILES FOR SJMB,DATA FILES FOR SJMB, Illumina HiSeq 2000;
EGAS00001000349,Genetic landscape of core-binding factor leukemia,"Pediatric de novo acute myeloid leukemia (AML) is a heterogeneous disease that can be divided into clinically distinct subtypes based on the presence of specific chromosomal abnormalities or gene alterations. One of the best characterized subtypes of AML involves leukemias with alterations of the core-binding factor (CBF)-complex, which comprises the FAB subtypes M2 and M4Eo and associates with a favorable outcome. Patients with the AML M2 subtype harbor a translocation between chromosomes 8 and 21 [t(8;21)] that yields the chimeric fusion gene RUNX1(AML1)-RUNX1T1(ETO), while patients with AML M4Eo express the chimeric fusion gene CBFÎ²-SMMHC(MYH11) as a result of an inversion/translocation event of chromosome 16 [inv(16)/t(16;16)]. In an effort to define the total complement of genetic changes in CBF-leukemia, we performed paired-end whole genome sequencing (WGS) on diagnostic leukemia blasts and matched germ line samples from 17 pediatric CBF-leukemia patients using the Illumina platform. Somatic alterations, including single nucleotide variations (SNVs) and structural variations (SVs), including insertions, deletions, inversions, and inter- and intra-chromosomal rearrangements, were detected using complementary analysis pipelines (Bambino, CREST and CONSERTING). Recurrent screening of identified mutations will be performed in a cohort of approximately 94 cases of CBF-leukemias.",EGAD00001000268,DATA FILES FOR SJCBF,DATA FILES FOR SJCBF, Illumina HiSeq 2000;
EGAS00001000353,The genomic architecture of mesothelioma ,"The genome-wide landscape of somatically acquired mutations in mesothelioma has not been deeply characterised to date, but advances in DNA sequencing technology now allow this to be addressed comprehensively. Harnessing massively parallel DNA sequencing platforms, we will identify somatically acquired point mutations in all coding regions of the genome from patients with mesothelioma. In addition, using paired-end sequencing, we will map copy number changes and genomic rearrangements from the same patients.",EGAD00001000360,The genomic architecture of mesothelioma,"The genome-wide landscape of somatically acquired mutations in mesothelioma has not been deeply characterised to date, but advances in DNA sequencing technology now allow this to be addressed comprehensively. Harnessing massively parallel DNA sequencing platforms, we will identify somatically acquired point mutations in all coding regions of the genome from patients with mesothelioma. In addition, using paired-end sequencing, we will map copy number changes and genomic rearrangements from the same patients.", Illumina HiSeq 2000;
EGAS00001000354,Primary Lung Cancer whole genome study,"Genomic libraries (500 bps) will be generated from total genomic DNA derived from lung cancer patients and subjected to short paired end sequencing on the llumina platform. Paired reads will be mapped to build 37 of the human reference genome to facilitate the generation of genome wide copy number information, and the identification of novel rearranged cancer genes and gene fusions.",EGAD00001000388,Primary Lung Cancer whole genome study,"Genomic libraries (500 bps) will be generated from total genomic DNA derived from lung cancer patients and subjected to short paired end sequencing on the llumina platform. Paired reads will be mapped to build 37 of the human reference genome to facilitate the generation of genome wide copy number information, and the identification of novel rearranged cancer genes and gene fusions.", Illumina HiSeq 2000;
EGAS00001000356,Exome sequencing of Bilateral Anophthalmia cases  Pilot Study ,This pilot study aims to generate pilot data to inform future study designs by resequencing the whole exomes of 10 unrelated individuals diagnosed with Bilateral Anophthalmia.,EGAD00001000348,Title not provided,Exome sequencing of Bilateral Anophthalmia cases- Pilot Study, Illumina Genome Analyzer II;
EGAS00001000359,Mutation analysis in human iPS cells ,"PCR products were obtained from each target loci using genomic DNA from human iPS cells. Subsequently, PCR products are pooled and subjected to Illumina library preparation.  The library will be sequenced by MiSeq. 

This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/",EGAD00001000357,Mutation analysis in human iPS cells,"PCR products were obtained from each target loci using genomic DNA from human iPS cells. Subsequently, PCR products are pooled and subjected to Illumina library preparation.  The library will be sequenced by MiSeq. 

This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/", Illumina MiSeq;
EGAS00001000360,Balanced Brain Tumour Whole Genome Sequencing,"We propose to definitively characterise the somatic genetics of a number of pediatric malignant tumours including ependymoma, high grade glioma and central nervous system primitive neurectodermal tumours through generation of comprehensive catalogues of somatic mutations by high coverage genome sequencing.",EGAD00001000369,Balanced Brain Tumour Whole Genome Sequencing,"We propose to definitively characterise the somatic genetics of a number of pediatric malignant tumours including ependymoma, high grade glioma and central nervous system primitive neurectodermal tumours through generation of comprehensive catalogues of somatic mutations by high coverage genome sequencing.", Illumina HiSeq 2000;
EGAS00001000362,Ewings Sarcoma Rearrangement Screen,"Cancer is driven by mutations in the genome. We will uncover the mutations that give rise to Ewingâ€™s sarcoma, a bone tumour that largely affects children. We will use second generation Illumina massively parallel sequencing, and bespoke software, to characterise the genomes and transcriptomes of Ewingsâ€™ sarcoma tumours.",EGAD00001000389,Ewings Sarcoma Rearrangement Screen,"Cancer is driven by mutations in the genome. We will uncover the mutations that give rise to Ewing's sarcoma, a bone tumour that largely affects children. We will use second generation Illumina massively parallel sequencing, and bespoke software, to characterise the genomes and transcriptomes of Ewing's sarcoma tumours.", Illumina HiSeq 2000;
EGAS00001000367,Assessment of genetic and epigenetic variation in human IPS cells RNA,"n order to progress human induced pluripotent stem cells (hiPSCs) towards the clinic, several outstanding questions must be addressed. It is possible to reprogram different somatic cell types into hiPSCs  and from studies in the mouse, it appears that an epigenetic memory of the starting cell type is carried over to hiPSCs. However a comprehensive comparative study of the characteristics of these hiPSCs has been missing from the literature. Importantly studies which aimed to address these aspects of hiPSCs have used cells from different patients. In order to avoid this important confounding variable and to keep the genetic background constant, tissue samples were procured from the patients and reprogrammed to iPS cells. The transcriptomes of these iPS cells will be compared.
Protocol: primary cultures of cells were reprogrammed to iPS cells. RNA was extracted using a standard column extraction kit.",EGAD00001000604,Assessment of genetic and epigenetic variation in human IPS cells-RNA,"n order to progress human induced pluripotent stem cells (hiPSCs) towards the clinic, several outstanding questions must be addressed. It is possible to reprogram different somatic cell types into hiPSCs  and from studies in the mouse, it appears that an epigenetic memory of the starting cell type is carried over to hiPSCs. However a comprehensive comparative study of the characteristics of these hiPSCs has been missing from the literature. Importantly studies which aimed to address these aspects of hiPSCs have used cells from different patients. In order to avoid this important confounding variable and to keep the genetic background constant, tissue samples were procured from the patients and reprogrammed to iPS cells. The transcriptomes of these iPS cells will be compared.
Protocol: primary cultures of cells were reprogrammed to iPS cells. RNA was extracted using a standard column extraction kit.", Illumina HiSeq 2000;
EGAS00001000369,Integrated genomic analyses identify ARID1A and ARID1B alterations in the childhood cancer neuroblastoma,"Neuroblastomas are tumors of peripheral sympathetic neurons and are the most common solid tumor in children.   To determine the genetic basis for neuroblastoma we performed whole-genome sequencing (6 cases), exome sequencing (16 cases), genome-wide rearrangement analyses (32 cases), and targeted analyses of specific genomic loci (40 cases) using massively parallel sequencing.    On average each tumor had 19 somatic alterations in coding genes (range, 3-70).  Among genes not previously known to be involved in neuroblastoma, chromosomal deletions and sequence alterations of chromatin remodeling genes, ARID1A and ARID1B, were identified in 8 of 71 tumors (11%) and were associated with early treatment failure and decreased survival.  Using tumor-specific structural alterations, we developed an approach to identify rearranged DNA fragments in sera, providing personalized biomarkers for minimal residual disease detection and monitoring.  These results highlight dysregulation of chromatin remodeling in pediatric tumorigenesis and provide new approaches for the management of neuroblastoma patients.

Data Provider: Johns Hopkins Sidney Kimmel Comprehensive Cancer Center (SKCCC)",EGAD00001000282,Whole genome analyses of the childhood cancer neuroblastoma,"Neuroblastomas are tumors of peripheral sympathetic neurons and are the most common solid tumor in children.   To determine the genetic basis for neuroblastoma we performed whole-genome sequencing (6 cases), exome sequencing (16 cases), genome-wide rearrangement analyses (32 cases), and targeted analyses of specific genomic loci (40 cases) using massively parallel sequencing.    On average each tumor had 19 somatic alterations in coding genes (range, 3-70).  Among genes not previously known to be involved in neuroblastoma, chromosomal deletions and sequence alterations of chromatin remodeling genes, ARID1A and ARID1B, were identified in 8 of 71 tumors (11%) and were associated with early treatment failure and decreased survival.  Using tumor-specific structural alterations, we developed an approach to identify rearranged DNA fragments in sera, providing personalized biomarkers for minimal residual disease detection and monitoring.  These results highlight dysregulation of chromatin remodeling in pediatric tumorigenesis and provide new approaches for the management of neuroblastoma patients."," Illumina HiSeq 2000;, Illumina Genome Analyzer IIx;"
